"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
117,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
117.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
118.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
119.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
120.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
121.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
122.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
123.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
124.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
125.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
126.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.1,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.4,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.6,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
127.9,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
128.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
129.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
130.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
131.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
132.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
133.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
134.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
135.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.2,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.3,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.7,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.8,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
136.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
137,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
137.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.25,293604.34,293604.41
