"time","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulsem.twomPulse.timerNegative[1].entryTime","pulsem.twomPulse.timerNegative[2].entryTime","pulsem.twomPulse.timerNegative[3].entryTime","pulsem.twomPulse.timerPositive[1].entryTime","pulsem.twomPulse.timerPositive[2].entryTime","pulsem.twomPulse.timerPositive[3].entryTime","rectifier.thyristor.idealThyristor[1].off","rectifier.thyristor.idealThyristor[2].off","rectifier.thyristor.idealThyristor[3].off","rootMeanSquareVoltage.mean.y"
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0.0001,-8.9895848701512376e-23,-1.7979169740302475e-21,3.9140872011517149e-38,0,0,0,0,0,0,0,0,1,1,1,0
0.00020000000000000001,-2.1850391040174291e-22,-4.3700782080348573e-21,1.0568137543190386e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.00030000000000000003,-3.0727838428485603e-22,-6.145567685697121e-21,1.3754197431659116e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.00040000000000000002,-3.9401455808369638e-22,-7.8802911616739282e-21,1.6763462969764172e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.00050000000000000001,-4.6112667256054903e-22,-9.2225334512109814e-21,1.8581247433875754e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.00060000000000000006,-5.2617880290967937e-22,-1.0523576058193588e-20,2.0273959299059849e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.00069999999999999999,-5.9123093325880953e-22,-1.1824618665176193e-20,2.1966671164243941e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.00080000000000000004,-6.5628306360793987e-22,-1.3125661272158798e-20,2.3659383029428036e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.00090000000000000008,-7.3887758510788569e-22,-1.4777551702157718e-20,2.6417186816005193e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.001,-8.2561375890672599e-22,-1.6512275178134524e-20,2.9426452354110244e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.0011000000000000001,-9.1234993270556629e-22,-1.8246998654111333e-20,3.2435717892215302e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.0012000000000000001,-9.9908610650440669e-22,-1.9981722130088141e-20,3.5444983430320361e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.0013000000000000002,-1.0858222803032471e-21,-2.1716445606064947e-20,3.845424896842542e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.0014,-1.1725584541020873e-21,-2.3451169082041749e-20,4.1463514506530462e-37,0,0,0,0,0,0,0,0,1,1,1,0
0.0015,-1.2592946279009277e-21,-2.5185892558018558e-20,4.447278004463552e-37,0,0,0,0,0,0,0,0,1,1,1,0
